Subject,Group,Sample,ISC_Neutral,ISC_Emotional,ISC_EMO-NEU,ISC_N-N,ISC_E-N,ISC_N-E,ISC_E-E,DP.50.Angry.Congruent,DP.50.Angry.Incongruent,DP.50.Happy.Congruent,DP.50.Happy.Incongruent,DP.50.Sad.Congruent,DP.50.Sad.Incongruent,DP.1000.Angry.Congruent,DP.1000.Angry.Incongruent,DP.1000.Happy.Congruent,DP.1000.Happy.Incongruent,DP.1000.Sad.Congruent,DP.1000.Sad.Incongruent,DPCongruency_happy50,DPCongruency_happy1000,DPCongruency_angry50,DPCongruency_angry1000,DPCongruency_sad50,DPCongruency_sad1000,MEMPriming_neg,MEMPrimig_neut,MEMPriming_pos,MemoryImplicit_neg-neu,MemoryImplicit_pos-neu,ExpMemNegative,ExpMemPositive,ExpMemNeutral,EXPMEM_Neg-Neu,EXPMEM_Pos-Neu,INTERcongruent.neg,INTERcongruent.neutral,INTERcongruent.pos,INTERincongruent.neg,INTERincongruent.neutral,INTERincongruent.pos,InterferenceCong_Neg-Neu,InterferenceCong_Pos-Neu,InterferenceIncong_Pos-Neu,InterferenceIncong_Neg-Neu,Interpretation_NegSelection,InterpretationRT_Neg,InterpretationRT_Pos,Interpretation_Rtneg-pos,ExpectancySelection_neg,ExpectancySelection_pos,ExpectancyRT_negative.accept,ExpectancyRT_negative.reject,ExpectancyRT_positive.accept,ExpectancyRT_positive.reject,ExpectancyConfidance_negative.accept,ExpectancyConfidance_negative.reject,ExpectancyConfidance_positive.accept,ExpectancyConfidance_positive.reject,ExpectancyRejection,ExpectancyAcceptance,BDI_SCORE,STAI_SCORE,PSWQ_SCORE,RRS_SCORE,DASS_Depression,DASS_Anxiety,DASS_stress
101,4,1,259,147,-112,1416,1493,1510,1287,374.17,396.53,373.47,388.66,367.43,381.33,529.5,476.55,520.29,507.73,492.87,518.64,15.19,-12.55,22.36,-52.95,13.9,25.78,0.05,0.15,0.05,-0.1,-0.1,6,8,5,1,3,457.57,447.65,453.81,447.37,450.3,449.41,9.92,6.16,-0.89,-2.94,0.23,3197.56,2441.37,756.19,0.35,0.75,5250.33,4020.91,4254.58,5744.75,2.33,3.36,3.83,3,-1723.84,995.75,6,34,47,41,2,2,4
102,4,1,314,490,176,1377,1953,1817,1411,479.62,494.63,483.67,492.83,470.46,491.71,539.6,494.22,503.26,527.72,513.73,537.1,9.17,24.46,15.01,-45.38,21.25,23.37,,,,,,6,5,5,1,0,600.55,608.52,562.67,633.24,603.07,608.56,-7.97,-45.85,5.49,30.17,0.35,2678,2205.27,472.73,0.06,0.63,2707,3146.44,3630.6,3750.5,3,3.19,3.5,3.67,-604.06,-923.6,1,26,32,22,0,0,0
103,4,1,981,450,-531,2252,2862,2744,2477,321.03,313.8,319.66,312.93,315.43,314.38,335.83,349.2,338.63,329.07,330.07,336.76,-6.72,-9.56,-7.23,13.37,-1.05,6.69,0.3,0.55,0.1,-0.25,-0.45,9,6,4,5,2,378.94,377.89,399.2,388.04,415.62,393.03,1.05,21.31,-22.59,-27.59,0.35,1787.36,1364.69,422.66,0.81,1,3284.38,4460,2964.88,,3.38,2.67,4,,,319.5,7,38,63,31,4,4,12
105,4,1,294,281,-13,1595,2004,1835,1699,481.38,530.75,545.69,564.5,598.44,540,453.14,397.97,443,407.61,412.83,415.53,18.81,-35.39,49.38,-55.17,-58.44,2.71,0.25,0.45,0.2,-0.2,-0.25,0,4,2,-2,2,485.47,469.7,472.47,468.08,474.22,475.95,15.77,2.78,1.74,-6.14,0.28,1804.82,1495.86,308.96,0.29,1,2444.2,2929.5,2355.5,,3,4.42,4.38,,,88.7,11,40,49,35,6,10,8
106,4,1,791,789,-2,1219,2063,1992,1258,338.97,343.66,329.59,346.03,355.04,327.72,404.41,397.74,413.64,401.57,421.47,388.31,16.45,-12.08,4.69,-6.67,-27.31,-33.16,0.25,0.4,0.05,-0.15,-0.35,6,9,3,3,6,495.84,458.9,488.39,500.33,476.72,488.08,36.95,29.49,11.36,23.61,0.3,3825.92,2490.81,1335.1,0.65,0.75,4214.91,5638.67,3729.83,4215.5,3.64,3.67,4.25,3.5,1423.17,485.08,3,36,61,52,6,6,14
107,4,1,352,394,42,1505,1828,1983,1523,306.58,316.24,321.7,330.63,315.78,304.35,319.54,327.71,302.65,318.04,318.59,298.36,8.93,15.38,9.66,8.18,-11.43,-20.23,-0.05,0.2,0.2,-0.25,0,1,4,1,0,3,330.28,335.36,326.56,347.63,344.75,337.02,-5.08,-8.8,-7.73,2.88,0.4,1969.25,1724.39,244.86,0.19,0.76,4131.33,4338.31,3787.46,4109.25,2.67,3.62,2.54,3,229.06,343.87,3,30,43,37,4,4,22
108,4,1,102,493,391,1540,1917,2201,1601,404.43,404.63,400.77,402.17,403.5,418.73,444.61,423.73,450.64,428.93,422.69,445.9,1.4,-21.71,0.2,-20.87,15.23,23.21,0.15,0.3,0.2,-0.15,-0.1,5,9,1,4,8,568.98,574.33,548.66,631.1,628.55,571.08,-5.35,-25.67,-57.47,2.55,0.15,1785,1335.24,449.76,0,1,2754,2941.65,2897.53,,,3.82,3.71,,,,4,32,35,29,2,0,6
109,4,1,146,101,-45,1651,1503,1813,1479,429.66,415.43,442.32,402.86,403.07,405.9,403.7,443.97,410.2,428.25,446.77,421.67,-39.46,18.05,-14.23,40.26,2.83,-25.1,0.15,0.2,0.1,-0.05,-0.1,,,,,,474.77,458.51,455.65,471.59,458.81,468.95,16.26,-2.86,10.14,12.77,,,,,0.29,0.94,3825.6,3372.17,2983.31,1456,3,3.83,4.31,4,1916.17,842.29,9,43,68,30,2,6,6
110,4,1,161,105,-56,1016,1109,1049,933,384.86,386.9,405.9,378.63,386.77,380.8,451.59,465.33,462.89,435.5,458.93,455.56,-27.26,-27.39,2.04,13.75,-5.97,-3.38,0.2,0.3,0.3,-0.1,0,5,4,3,2,1,480.11,471.31,476.63,477.76,488.5,483.19,8.81,5.32,-5.31,-10.74,0.33,2984.46,2422.93,561.54,0.38,0.53,4196.17,3295.2,3420.78,3679.88,3,4,4.22,3.75,-384.68,775.39,2,23,18,26,2,0,0
111,4,1,616,-108,-724,2478,2206,2750,2672,400.1,391.57,397.2,389.43,391.57,395.54,459.1,466.14,470.67,455.83,457.45,479.27,-7.77,-14.83,-8.53,7.04,3.97,21.82,0.2,0.05,0,0.15,-0.05,5,4,1,4,3,461.54,462.8,457.93,481.66,492.21,468.06,-1.26,-4.87,-24.15,-10.55,0.43,2292.25,2559.35,-267.1,0.47,0.69,5192.63,3842.78,4950.27,4092.6,4.13,4.22,3.73,4,-249.82,242.35,1,36,33,24,2,0,8
112,4,1,524,838,314,1260,2232,1960,1256,352,371,368.56,372.75,350.36,357.8,403.38,424.74,424,421,410.54,405.5,4.19,-3,19,21.36,7.44,-5.04,0.15,0.3,0.35,-0.15,0.05,,,,,,348.37,353.24,353.03,364.7,368.23,374.7,-4.87,-0.21,6.47,-3.52,0.43,1906.65,2227.39,-320.74,0.53,0.87,2393.11,2256.13,2547.69,2186.5,3.89,3.75,3.62,3,69.63,-154.58,1,46,65,51,8,0,6
113,4,1,116,486,370,2373,2798,2338,1813,332.48,331.67,340.63,343.93,320.9,339.96,369.42,374.04,367.2,361.15,360.61,371.66,3.29,-6.05,-0.82,4.62,19.07,11.05,0,0.05,0,-0.05,-0.05,0,1,0,0,1,396.45,396.93,386.8,401.22,405.37,398.46,-0.48,-10.13,-6.91,-4.15,0.2,1564.5,1227.7,336.8,0.06,0.82,5227,2685.6,3102.93,3963.33,5,4.4,3.93,3,-1277.73,2124.07,2,30,50,25,0,2,0
114,4,1,178,240,62,1554,1825,1479,1292,321.07,313.6,301.85,316.86,314.97,316.07,362.55,355.45,351.11,346.07,358.11,354.29,15.01,-5.04,-7.47,-7.1,1.1,-3.82,0.1,0.25,0.35,-0.15,0.1,3,8,5,-2,3,343.19,357.47,361.92,379.67,374.8,381.98,-14.28,4.44,7.18,4.87,0.28,2010.18,1682.19,328,0.31,0.94,3395,3824.36,3614.06,3897,4.4,4,4.25,2,-72.64,-219.06,5,33,49,68,2,2,0
115,4,1,250,223,-27,1265,1674,1534,1496,463.82,446.89,457.68,439.53,470.9,481.2,488.86,521.79,484.03,491.66,494.6,497.07,-18.15,7.62,-16.93,32.93,10.3,2.47,-0.05,0.1,0.05,-0.15,-0.05,6,5,2,4,3,524.37,508.34,490.81,522.79,529.86,520.84,16.03,-17.53,-9.02,-7.07,0.33,3246.25,2623.44,622.81,0.29,0.71,8692.8,6805.25,5684.75,7537,2.8,4.25,4,3.8,-731.75,3008.05,7,39,37,57,0,6,28
116,4,1,436,543,107,1399,1853,2196,1538,385.81,397.07,387.6,383.69,401.61,395.07,412.25,409.53,396.14,416.88,422.86,415.24,-3.91,20.75,11.26,-2.72,-6.54,-7.62,0.3,0.25,0.1,0.05,-0.15,8,6,4,4,2,505.38,524.49,508.28,549.14,567.7,549.57,-19.11,-16.21,-18.14,-18.57,0.3,1550.27,1659.54,-109.26,0.06,0.76,5435,4163.53,4272.85,3681.5,3,4.07,3.77,4,482.03,1162.15,1,31,42,33,0,0,0
117,4,1,115,288,173,1182,1220,1461,892,352.72,331.62,341.6,365.86,327.41,345.57,399.4,375.03,407.14,379.33,399.47,378.33,24.26,-27.8,-21.1,-24.37,18.16,-21.13,-0.1,0.3,0.15,-0.4,-0.15,6,3,1,5,2,388.69,394.21,387.23,405.68,406.64,409.38,-5.52,-6.98,2.74,-0.96,0.25,1663.78,1118.17,545.61,0,0.94,2253,2168.38,2007.47,2678,,4.13,3.67,2,-509.63,,3,35,48,25,2,2,6
118,4,1,78,418,340,923,1553,1424,1254,312.15,316.89,349.14,300.66,315.86,336.33,322.66,327.76,300.73,318,323.41,309.79,-48.49,17.27,4.74,5.1,20.48,-13.62,0.25,0.5,0.15,-0.25,-0.35,5,4,5,0,-1,355.86,348.92,356.72,364.88,353.36,350.23,6.95,7.8,-3.13,11.53,0.38,1869.27,1825.64,43.63,0.19,0.53,3199,2679.46,2369.56,3438.88,3.33,4,4.11,3.13,-759.41,829.44,11,37,52,42,4,0,2
119,4,1,158,24,-134,1127,1148,1124,1095,370.56,369.2,377.72,364.21,380.77,369.1,352.87,356.57,341.2,336.4,336.79,348.53,-13.51,-4.8,-1.36,3.7,-11.67,11.74,0.3,0.25,0.15,0.05,-0.1,3,7,5,-2,2,428.5,412.76,417.85,425.67,429.26,421.48,15.74,5.09,-7.78,-3.59,0.23,1890.22,1633.27,256.96,0.31,0.88,3741.6,3004.55,3491.2,2949.5,2.2,2.91,3.2,2,55.05,250.4,5,36,38,41,0,0,4
120,3,1,391,435,44,1234,1811,1670,1379,367.27,382.74,359.93,367.03,386.63,362.83,374.93,360.23,372.43,359.31,361.79,357.23,7.11,-13.12,15.47,-14.7,-23.8,-4.56,0.3,0.25,0.35,0.05,0.1,5,5,3,2,2,349.77,365.1,362.43,388.83,379,383.51,-15.33,-2.67,4.51,9.83,0.13,1171.4,1151.85,19.55,0.18,0.94,2677.67,3249.79,3296.27,6718,3.33,2.93,3.33,1,-3468.21,-618.6,10,41,50,32,30,18,28
121,4,1,220,70,-150,1029,1131,1201,1166,339.57,338,340.6,343.27,333.03,336.7,344.67,337.1,346.46,339.66,349.2,343.66,2.67,-6.81,-1.57,-7.57,3.67,-5.54,0.25,0.3,0.1,-0.05,-0.2,7,6,2,5,4,381.87,378.46,391.17,381.44,381.05,387.52,3.41,12.71,6.47,0.39,0.23,1623.13,1234.23,388.9,0.12,1,1814,2224.13,2364.07,,4.5,4,4.27,,,-550.07,8,34,42,46,0,0,2
122,4,1,151,100,-51,2103,1943,2142,1777,369.83,348.87,368,360.55,371.23,375.9,388.5,372.93,376.27,379.62,395.23,383.33,-7.45,3.35,-20.96,-15.57,4.67,-11.9,0,0.25,0.2,-0.25,-0.05,2,6,5,-3,1,363.08,356.62,350.65,379.02,372.79,372.66,6.46,-5.97,-0.13,6.23,0.48,1701.19,1940.81,-239.62,0.13,0.71,4261.5,3364.14,3351.42,2707.8,3.5,4,4.17,3.6,656.34,910.08,9,40,51,36,4,2,4
123,4,1,53,323,270,1190,1609,1406,1182,297.27,308.29,309.63,311.63,316.21,305.77,305,315.55,302.64,305.33,325.18,296.73,2,2.69,11.02,10.55,-10.44,-28.45,0.35,0.05,0.15,0.3,0.1,3,4,1,2,3,374.97,351.48,368.15,391.75,385.25,387.68,23.48,16.66,2.43,6.5,0.25,1569.8,1378.76,191.04,0.29,0.69,2162.8,2749,2532.73,2667.6,2.6,3.25,3.27,2.2,81.4,-369.93,5,40,48,42,2,0,4
124,4,1,55,378,323,1925,2518,2079,1905,419.38,440.9,415.55,427.79,398.48,421.24,448.87,427,421.86,470.93,424.28,443.47,12.23,49.07,21.52,-21.87,22.76,19.19,0.05,0,0.15,0.05,0.15,7,7,2,5,5,420.81,434.67,459.27,448.4,445.11,413.34,-13.85,24.61,-31.77,3.29,0.4,2979.25,2810.09,169.16,0.47,0.88,7138.5,5808.67,5427.14,7568,2.75,4.33,4.21,4,-1759.33,1711.36,12,30,47,44,6,6,12
125,4,1,65,432,367,1021,1329,1502,951,360.9,345.69,350.97,348.48,346.62,351.07,329.53,339.79,336.27,330.67,331.34,328.67,-2.48,-5.6,-15.21,10.25,4.45,-2.68,0.55,0.35,0.05,0.2,-0.3,11,7,5,6,2,384.67,397.9,382.82,392.8,399.81,396.92,-13.23,-15.08,-2.89,-7.01,0.13,1511,1094.83,416.17,0.88,1,1829.79,2385.5,1512.59,,1.79,4,4.18,,,317.2,4,48,47,45,2,4,2
126,4,1,380,446,66,1080,1578,1478,1091,308.12,313.53,285.97,285.9,316.21,294.72,300.59,305.72,318.62,303.27,295.63,302.17,-0.07,-15.35,5.41,5.14,-21.48,6.54,0.25,0.5,0.25,-0.25,-0.25,7,7,7,0,0,341.97,344.73,341.57,365.14,386.48,380.08,-2.76,-3.16,-6.4,-21.34,0.3,1378,1483.78,-105.78,0.25,0.56,4503.5,4054.42,4860.78,4526.71,4,4.17,3.67,3,-472.3,-357.28,13,35,41,37,8,2,10
127,4,1,465,414,-51,1101,1596,1597,1257,311.41,319.43,291.73,297.44,315.89,317.1,290.9,290.97,296.6,303.37,290.66,295.93,5.71,6.77,8.02,0.07,1.21,5.28,0.4,0.35,0.2,0.05,-0.15,5,9,1,4,8,357.53,354.56,351.41,361.8,370.02,358.5,2.97,-3.16,-11.52,-8.21,0.08,1676,1219.36,456.64,0,0.94,3842,3441.12,3364.19,4417,,3.12,3.56,3,-975.88,,3,32,36,33,6,4,6
128,2,1,334,186,-148,1308,1484,1400,1206,306.14,316.3,317.83,308.57,327.21,327.07,365.93,387.15,364.11,375.38,368.17,365.41,-9.27,11.27,10.16,21.22,-0.14,-2.76,0.3,0.45,0.1,-0.15,-0.35,3,6,2,1,4,330.14,336.7,331.7,359.97,357.25,354.21,-6.56,-5.01,-3.04,2.71,0.25,1421.44,1061.13,360.31,0.24,0.94,2976.75,3696.92,3262.69,3434,3.5,2.62,3.06,4,262.92,-285.94,0,32,41,28,22,8,6
129,4,1,369,468,99,1449,2046,1977,1649,369.59,367.18,366.33,361.97,394.14,376.34,411.96,384.47,381.17,405.59,392.14,381.7,-4.37,24.41,-2.41,-27.5,-17.79,-10.44,0.35,0.25,0.25,0.1,0,4,2,1,3,1,410.31,418.44,418.68,437.45,424.76,414.43,-8.12,0.24,-10.32,12.69,0.5,824.6,925.65,-101.05,0.29,0.94,2544.2,3721.92,3037.93,2365,4.6,4.5,4.87,2,1356.92,-493.73,7,42,50,39,8,0,6
130,4,1,654,760,106,1409,2065,2230,1375,341.96,360.7,341.64,342.24,353.55,351.59,414.21,450.62,436.3,401.69,394,389.67,0.6,-34.6,18.74,36.41,-1.97,-4.33,0.3,0.5,0.05,-0.2,-0.45,9,7,3,6,4,433.25,469.02,450.02,442.78,436.92,453.32,-35.77,-19,16.4,5.87,0.33,1374.92,1197.77,177.15,0.31,0.82,3238,3231.45,1903.21,2517,3.2,3.45,4.07,3.67,714.45,1334.79,3,33,44,28,8,0,6
131,4,1,303,257,-46,1068,1340,1323,1080,368.81,356.79,360.93,357.28,368.93,370.97,370.31,390.32,379.03,393.38,380.07,377.1,-3.66,14.35,-12.02,20.01,2.04,-2.97,0.15,0.4,-0.05,-0.25,-0.45,6,11,3,3,8,466.47,480.68,472.52,510.5,507.02,471.47,-14.22,-8.17,-35.55,3.48,0.25,2902.9,1775.14,1127.76,0.69,1,3740,3456.6,2907.35,,2.55,3.6,3.59,,,832.65,7,36,51,23,12,2,14
132,3,1,146,265,119,1936,2100,2150,1783,296.83,308.77,301.23,290.07,290.57,300.59,352.93,356.03,346.38,353.41,361.28,360.14,-11.16,7.03,11.93,3.1,10.02,-1.13,0.1,0.4,0.05,-0.3,-0.35,10,11,4,6,7,388.32,389.18,375.89,407.5,391,390.66,-0.87,-13.3,-0.34,16.5,0.73,1150.14,1128.7,21.44,0.41,0.88,3193.57,2491.5,3038.57,3203,3.43,3.1,3.07,2.5,-711.5,155,23,59,67,63,22,26,26
133,2,1,401,124,-277,1491,1883,1514,1654,353.17,351.54,349.87,347.19,368.14,357.81,336.97,324.64,316.18,326.73,316.48,338.87,-2.68,10.55,-1.64,-12.32,-10.33,22.38,0.1,0.3,0.25,-0.2,-0.05,3,2,0,3,2,344.52,363.45,374.18,371.42,364.48,375.43,-18.93,10.73,10.94,6.94,0.45,2078.63,1556.95,521.67,0.81,0.5,2538.85,3304.33,2644,3400.13,4.54,4,4.38,3.75,-95.79,-105.15,29,52,71,47,28,6,22
134,4,1,434,229,-205,960,1308,1226,1127,341.17,361.68,346.19,341.07,339.5,356.34,326.5,335.21,349.07,343.73,341.72,360.37,-5.12,-5.33,20.51,8.71,16.84,18.65,0.4,0.15,0.05,0.25,-0.1,7,7,0,7,7,343.37,330.45,336.73,356.07,349.97,353.16,12.92,6.28,3.19,6.1,0.53,2319.75,1898.26,421.49,0.29,0.94,4253.6,2669.58,2397.93,2513,3,3.5,3.8,3,156.58,1855.67,6,42,52,45,16,2,22
135,4,1,468,429,-39,1356,2005,2077,1824,363.17,353.1,353.33,346.04,351.03,346,374.41,370.37,375.21,389.45,384.43,371.14,-7.3,14.24,-10.07,-4.04,-5.03,-13.29,0.15,0.15,0.05,0,-0.1,0,3,0,0,3,373.55,375.87,399.18,412.14,391.97,396.25,-2.32,23.3,4.28,20.18,0.18,4231.67,1904.88,2326.79,0.31,0.59,5877.2,3230.36,3060,5680.71,4.4,4.55,4.6,3.57,-2450.35,2817.2,2,23,54,24,0,0,2
136,4,1,417,479,62,1119,1773,1425,1111,306.83,315,305.45,323.86,304.04,318.34,396.63,367,377.83,388.76,414,388.96,18.41,10.93,8.17,-29.63,14.31,-25.04,0.4,0.25,0.05,0.15,-0.2,4,5,1,3,4,360.66,351.7,354.43,392.7,361.57,385.87,8.96,2.73,24.3,31.14,0.03,2350,1232.51,1117.49,0.41,0.76,3477.71,3300.9,3032.92,3417.75,3,4.1,4,3,-116.85,444.79,0,24,28,26,2,2,10
137,2,1,260,387,127,1252,1942,1596,1531,361,373.7,372.4,355,380.62,371.7,384.83,383.11,369.61,384.79,378.31,403.07,-17.4,15.18,12.7,-1.72,-8.92,24.76,0.45,0.15,0.05,0.3,-0.1,2,3,5,-3,-2,384.37,366.72,371.6,393.82,393.03,403.65,17.65,4.88,10.62,0.78,0.43,1595.47,1747.48,-152.01,0.81,0.71,3386.38,5078,3126.33,3598.8,3.85,3.67,3.58,3.8,1479.2,260.05,27,54,71,59,26,10,36
138,3,1,250,414,164,1171,1790,1516,1318,413.96,415.63,421.31,432.57,436.53,408.23,424.07,409.97,400.28,444.34,422.2,437.96,11.26,44.07,1.67,-14.1,-28.3,15.76,0.05,0.05,0.1,0,0.05,8,8,3,5,5,397.79,395.2,373.17,416,411.68,424.34,2.59,-22.03,12.66,4.32,0.33,2435.31,1613.19,822.12,0.71,0.71,3276.5,3429.6,2953.5,4409.6,3.08,3.2,3.58,3,-980,323,6,45,63,64,28,22,34
139,1,1,241,173,-68,1000,1164,1155,975,297.64,294.45,288.46,309.07,292.14,308.2,313.59,303.17,316.97,328.48,322.07,319.11,20.61,11.51,-3.19,-10.41,16.06,-2.96,0.2,0.25,0.15,-0.05,-0.1,11,6,5,6,1,350.23,349.41,357.83,353.54,347.51,361.37,0.82,8.41,13.86,6.03,0.35,1777,1226.96,550.04,0.53,1,2678.44,1765.5,2122.5,,4,4.5,4.44,,,555.94,17,43,34,66,8,18,24
140,1,1,241,365,124,874,1404,1219,1010,327.97,323.5,328.2,323,336.59,321.93,299.97,294.87,305.71,308.03,308.19,302.97,-5.2,2.32,-4.47,-5.1,-14.66,-5.23,0.2,0.45,0.45,-0.25,0,6,9,3,3,6,338.66,331.67,329.5,360.79,335.83,351.63,6.98,-2.17,15.79,24.96,0.58,870.09,1022.47,-152.38,0.69,0.75,2084.27,3049.4,2096.25,2278,4.64,4.6,3.17,3.25,771.4,-11.98,10,56,59,38,,,
141,4,1,189,231,42,1280,1292,1346,895,289.1,279.17,283.1,291.86,284.62,296.41,280.8,273.96,278.3,275.27,284,284.7,8.76,-3.03,-9.93,-6.84,11.79,0.7,0.25,0.25,0.15,0,-0.1,6,8,5,1,3,391.23,395.14,397.61,392.05,383.71,408.98,-3.91,2.47,25.27,8.34,0.25,1607.3,1244.36,362.94,0.38,0.71,3357.17,2349.3,2132.58,2791.8,3.33,3.8,4,2.2,-442.5,1224.58,6,35,40,51,6,0,8
142,4,1,186,451,265,1822,2359,2184,1817,352.97,346.33,339.07,357.5,332.8,346.79,381.45,363.86,369.93,387.6,355.5,382.93,18.43,17.67,-6.63,-17.59,13.99,27.43,0,0,-0.1,0,-0.1,0,0,1,-1,-1,508.2,518.58,477.71,486.48,483.85,459.25,-10.39,-40.87,-24.6,2.63,0.3,3462.45,2039.93,1422.53,0.93,1,3899.64,5297,2786.88,,2.29,3,3.35,,,1112.76,6,42,42,33,4,4,6
143,4,1,147,268,121,1044,1277,1398,1103,255.03,257.24,255.53,266.86,260.17,265.04,347.42,338.04,366.45,337.68,335.54,339.86,11.33,-28.77,2.21,-9.39,4.87,4.32,0.15,0.35,0,-0.2,-0.35,5,9,3,2,6,340.66,335.11,351.08,343.16,362.49,337.52,5.55,15.96,-24.98,-19.33,0.25,2006.8,2212.2,-205.4,0.41,0.75,2138.43,2543.2,2019.83,2313,3.86,3.8,3.92,3.5,230.2,118.6,5,35,45,33,20,8,12
144,4,1,506,348,-158,1382,1754,1633,1311,341.93,338.17,352.33,347.5,356.66,346.45,364.64,349.34,373.52,364.07,353.55,361.07,-4.83,-9.45,-3.76,-15.3,-10.21,7.52,0.2,0.35,0.1,-0.15,-0.25,8,8,2,6,6,452.84,439.8,450.84,455.61,469.52,452.12,13.04,11.05,-17.39,-13.91,0.38,1818.57,2144,-325.43,0.53,0.88,4231.44,5132.25,3454.4,5658.5,3.44,2.88,4.4,3.5,-526.25,777.04,5,31,33,25,0,0,0
145,4,1,266,564,298,976,1508,1545,950,351.21,358,344.76,349.03,347.11,352.07,354.66,335.93,336.67,350.31,340.24,330.9,4.28,13.64,6.79,-18.72,4.96,-9.34,0.15,0.55,0.3,-0.4,-0.25,7,5,3,4,2,340.02,338.26,348.24,356.75,376.86,371.5,1.76,9.98,-5.36,-20.11,0.13,1565.8,1049.03,516.77,0.19,1,1882,2144,1919.94,,2.33,3.77,3.76,,,-37.94,0,27,38,28,2,0,0
146,1,1,315,273,-42,1000,1280,1208,948,348.13,359.63,348.23,341.14,353.37,335.14,333.1,337.47,347,340.59,340.07,344.69,-7.1,-6.41,11.5,4.36,-18.23,4.62,0.2,0.25,0.05,-0.05,-0.2,6,9,3,3,6,324.57,322.63,325.6,336.63,343.52,339.47,1.94,2.97,-4.05,-6.88,0.35,1914.57,1405.69,508.88,0.24,0.93,2842.5,2311.38,2065.79,2489,2.75,3.92,3.43,3,-177.62,776.71,4,46,66,35,16,16,24
147,4,1,656,463,-193,1727,1951,1848,1131,335.9,335.14,338.93,334.62,333.8,354.55,341.03,357.64,345.52,359.62,355.93,359.37,-4.31,14.1,-0.75,16.61,20.75,3.44,0.05,0,0.1,0.05,0.1,2,6,1,1,5,358.02,374.83,376.44,369.88,380.56,355.58,-16.81,1.61,-24.98,-10.68,0.48,1247.06,1280.76,-33.71,0.75,0.82,1855,2062.25,1761.64,1959.67,3.75,3.5,4.64,4,102.58,93.36,36,70,71,69,12,8,32
148,4,1,355,326,-29,1157,1578,1505,1275,362.72,366.28,365,376.97,354.86,378.14,380.43,387,374.1,389.45,389.67,371,11.97,15.34,3.55,6.57,23.28,-18.67,0,0.5,0.05,-0.5,-0.45,8,8,5,3,3,382.73,369.29,366.69,386.97,380.65,379.66,13.45,-2.6,-0.99,6.32,0.05,2270.5,1195.61,1074.89,0.18,1,3093,2967.5,3014.12,,2.67,3.64,3.94,,,78.88,0,31,44,25,16,8,26
149,4,1,35,19,-16,1208,1108,1174,1045,346.03,349.29,354.77,353.41,354,349.17,378.97,405.3,381.29,379.54,393.45,388.97,-1.35,-1.75,3.25,26.33,-4.83,-4.48,0.25,0.35,0.05,-0.1,-0.3,6,5,4,2,1,410.98,397.6,398.11,430.58,426.8,420.97,13.39,0.52,-5.83,3.78,0.35,1982.07,1870.88,111.2,0.71,0.76,3153.42,2400,3161.46,4247.5,3.67,3.6,3.92,3.25,-1847.5,-8.04,17,52,50,78,10,4,20
151,4,1,266,172,-94,1413,1606,1300,1124,304.38,327.21,328.5,314.48,302.69,308.03,331.79,332.72,328.97,327.72,333.41,322.5,-14.02,-1.24,22.83,0.94,5.34,-10.91,0.5,0.35,0,0.15,-0.35,1,3,2,-1,1,395.48,393.5,382.65,408.16,415.71,409.43,1.98,-10.85,-6.28,-7.55,0.18,1663.5,1344,319.5,0.53,0.88,3558.22,4078.88,3091.14,4194,3.22,3.38,3.93,3,-115.13,467.08,11,46,48,40,2,2,0
152,4,1,388,213,-175,1271,1349,1421,1061,407.63,388.68,402.57,421.77,405.5,413.43,520.89,537.38,527.47,529.23,534.1,527.52,19.2,1.77,-18.95,16.49,7.93,-6.58,0.2,0.25,0.15,-0.05,-0.1,8,7,2,6,5,407.38,432.48,429.49,415.93,469.54,461.35,-25.11,-2.99,-8.19,-53.61,0.28,1554.27,1377.21,177.07,0.41,0.94,2793,3085.6,2932.33,2217,2.29,1.7,2.93,2,868.6,-139.33,3,30,51,26,4,4,16
153,4,1,197,291,94,1145,1461,1298,1033,280.97,298.72,290.21,274.47,282.62,294.62,326.14,331.63,329.6,325.59,331.14,328.27,-15.74,-4.01,17.76,5.5,12,-2.87,-0.05,0.2,0.05,-0.25,-0.15,4,4,4,0,0,370.77,372.85,370.39,373.94,378.82,382.44,-2.08,-2.47,3.62,-4.88,0.13,2518.25,1936.14,582.11,0.69,0.82,3941.36,4358,3002.14,3157.67,4.09,3,4.29,3.67,1200.33,939.22,5,44,38,28,4,0,4
154,4,1,537,386,-151,1358,1713,1805,1389,287.56,309.39,309.96,302.42,316.35,333.68,342.74,387.1,364,359.97,351.61,360.68,-7.54,-4.03,21.84,44.36,17.33,9.07,0.15,0.2,0,-0.05,-0.2,5,4,0,5,4,395.6,395,379.86,386.73,388.49,402.03,0.6,-15.14,13.54,-1.76,0.2,1301.88,1131,170.88,0.24,0.94,2711.5,2186.08,2237.63,4544,3.25,4.15,4.44,3,-2357.92,473.88,1,33,49,24,2,0,10
